"id","session_id","current_trial","created_at","has_given_consent","mechanical_turk_code","ip_address","screen_width","screen_height","browser_width","browser_height","pixel_depth","platform","language","browser","user_agent","bandwidth","age","time_online","preferred_browser","is_mt_session"
462,"ff826c4b8f6534f9aef35394e35537ae1591182031401d48071985673af13f5e",1,"2015-02-27 13:55:24",f,"","",,,,,,"","","","",,"","","",f
463,"a6463ae402d739371a506edfce2f57b903fd53ca3a2e6249ef0a07d6b2a7a83b",1,"2015-02-27 13:55:25",f,"","",,,,,,"","","","",,"","","",f
464,"a3f9bba550908f88fff6141d78b2b6c16ca221c70f5b5bcb2340e1c581731da2",1,"2015-02-27 13:55:25",f,"","",,,,,,"","","","",,"","","",f
465,"1d642245f8367565ec9f2c8ef58c70fdd41f40bcd6793194946b14a59e854f2d",1,"2015-02-27 13:55:26",f,"","54.246.137.243",1920,1080,945,1060,24,"Linux x86_64","en-US","Google Chrome","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/30.0.1599.66 Safari/537.13 Luminator/2.0",1049884,"","","",f
466,"cd2dbe7408c3ee4bab4a15b7f19d14aa557a579845ea8576e53dba3b907cf08b",1,"2015-02-27 13:55:26",f,"","54.246.137.243",1920,1080,945,1060,24,"Linux x86_64","en-US","Google Chrome","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/30.0.1599.66 Safari/537.13 Luminator/2.0",2668523,"","","",f
468,"d3b0a1cc9c42a8fb6bca8e5ce12e0f05bb9585ca344ff21646b05f217e25b1a1",1,"2015-02-27 13:55:44",f,"","",,,,,,"","","","",,"","","",f
467,"87fb095fd80bad98634dccd46d25e22f409021fc1f0f7bd6c0a6e049e95eccd8",1,"2015-02-27 13:55:35",t,"","66.115.1.82",1920,1080,1482,1053,24,"MacIntel","en-us","Google Chrome","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",6225327,"","","",f
469,"3e01cff943778ec37827916c6f4104ae72d7e6402d8420c54bccd603e3fa36d2",1,"2015-02-27 13:56:11",f,"","",,,,,,"","","","",,"","","",f
470,"0c1cd9ce415f3305bb27f81bcd1e51bc454fe0809b61f1ed04cb20f7c2abddd0",1,"2015-02-27 13:56:11",f,"","",,,,,,"","","","",,"","","",f
471,"75c7e5ec8506d91a772fca24bab43a790c89068ee7e26acc844fb7c545f77474",1,"2015-02-27 13:56:14",f,"","",,,,,,"","","","",,"","","",f
472,"d4f3fe2fb28de79bb7f78ef4abc0783357eb9162fafd3a5b7c26d1d5ccf260cc",1,"2015-02-27 13:56:14",f,"","",,,,,,"","","","",,"","","",f
473,"afb95334ac28bb6a7dc8851954629ecb95b7befe8f97584f7cc8df0b7bfed257",1,"2015-02-27 13:56:14",f,"","",,,,,,"","","","",,"","","",f
474,"3a95d8e65ef8961c78147f196d3bc3af3d9fa7f916a2b72b69e4bab361920779",1,"2015-02-27 13:56:14",f,"","",,,,,,"","","","",,"","","",f
475,"d426ec645a98b1cd6412b1b7ca7d0c4c5f2a3916884d4c0e5274ca72fbdb39bd",1,"2015-02-27 13:56:14",f,"","",,,,,,"","","","",,"","","",f
477,"664a5ac434fb301c01a786e834e689ef66b8bc1bd8e889e9e55c5ec1532e9207",1,"2015-02-27 13:56:24",f,"","",,,,,,"","","","",,"","","",f
478,"283ff80726a8bbd9388322fd81b1cbe0ca6b2dfa588e6284c06fc33107ee6e49",1,"2015-02-27 13:56:26",f,"","",,,,,,"","","","",,"","","",f
479,"78d5f6bb5375fd90bf936d3f07452df62b6bf7899a7b6741c1793a84393bd215",1,"2015-02-27 13:56:28",f,"","",,,,,,"","","","",,"","","",f
480,"90413d40d9cf30719814c7cc7f7ed27314398722762c8c28cffc19ea50b4e462",1,"2015-02-27 13:56:28",f,"","",,,,,,"","","","",,"","","",f
481,"1c417206b1fe33808c90ee9051be6940e53a7eb8a37ff6047a118b2f25bbee51",1,"2015-02-27 13:56:34",f,"","",,,,,,"","","","",,"","","",f
482,"0f09fbfc040113f2d817e12f033cfc853ecd5137f78e6e631a53087fd96c5081",1,"2015-02-27 13:56:34",f,"","",,,,,,"","","","",,"","","",f
483,"b158a7c39dffb49ff36d14be5dc7e9f6ee89d3045e74c149262cdc5d1ed44513",1,"2015-02-27 13:56:40",f,"","",,,,,,"","","","",,"","","",f
484,"3bda0f5998751fe6034ddaf764a74d840ae5b4a193ec5cf05177839ab6a1f06e",1,"2015-02-27 13:56:45",f,"","",,,,,,"","","","",,"","","",f
485,"c1abed84ee0af3aca94cf9959bf0b42b25398eb2e33885a9740092fa6b6e8e16",1,"2015-02-27 13:56:45",f,"","",,,,,,"","","","",,"","","",f
506,"d2662be86ac27675b55bc8a73dffe08f01b06f5b7906a6a30b6bda7101139262",1,"2015-02-27 14:03:55",f,"","",,,,,,"","","","",,"","","",f
476,"3dbd5f69d2bfaf34882a9069a6153820af6e736d71b18dfd3c9b44aa5700f2b0",1,"2015-02-27 13:56:18",f,"","31.48.151.104",1440,900,1435,824,24,"MacIntel","en-US","Google Chrome","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.64 Safari/537.36",853848,"","","",f
487,"0854427724b87c79a70e83ac67f33ac69f797a683a3c4e53e4563a9cd7510d00",1,"2015-02-27 13:58:10",f,"","",,,,,,"","","","",,"","","",f
507,"a665363e0f6da5bfc78274e03290f289a579df6f907078b0da1c3588072e72bc",1,"2015-02-27 14:04:01",f,"","",,,,,,"","","","",,"","","",f
508,"731c4249df76547966985457c6dc12e49b1e1043f1407478dc4969b8e907bdfc",1,"2015-02-27 14:04:01",f,"","",,,,,,"","","","",,"","","",f
496,"a1a5b323280311bba0ae6988f75ddf124339f27852daee1c09fb82ce15890341",1,"2015-02-27 14:02:02",f,"","",,,,,,"","","","",,"","","",f
497,"ea867824f07ba55b1d8b7994b12b961214832eb9bd589551bfa36058e15bd422",1,"2015-02-27 14:02:05",f,"","",,,,,,"","","","",,"","","",f
489,"3d176f47819d007cc574d335cd42265932ca900624eabe392491039357cdf5bb",1,"2015-02-27 13:59:08",f,"","",,,,,,"","","","",,"","","",f
490,"f126ea14a7bb4751fd0b05fe8fb165ce599bf24e1c059173ea14bde2655d2115",1,"2015-02-27 13:59:08",f,"","",,,,,,"","","","",,"","","",f
509,"87de745e217481c0990d7d404fd0811e239e32a79d1591ee70a80309802d2819",1,"2015-02-27 14:04:01",f,"","",,,,,,"","","","",,"","","",f
498,"ea6189eb977833166d2d31c774e44cc7ac93844a30dd829e80990b07423a5635",1,"2015-02-27 14:02:11",f,"","",,,,,,"","","","",,"","","",f
510,"efa0b73739df758c18726afe154bd2a215bc4cf00117ee2a64fdc867232be747",1,"2015-02-27 14:04:02",f,"","",,,,,,"","","","",,"","","",f
511,"6a2b388601328f68987465c0a729acfbfdc15f82a33c847da551f81503eccece",1,"2015-02-27 14:04:02",f,"","",,,,,,"","","","",,"","","",f
512,"b199199d93ca91162630ff7a153c85f96b244e80e6c6f4db53402a23b90caa2f",1,"2015-02-27 14:04:04",f,"","",,,,,,"","","","",,"","","",f
499,"0babfbbb9d77deeae84d2d0f2b376186bde335b9d61c5292a0b0f32c328f413d",1,"2015-02-27 14:02:35",f,"","",,,,,,"","","","",,"","","",f
513,"0ee6df65940e02f1eed854fd3a3bf20f42fcd4deb261b0c80c928c3436779081",1,"2015-02-27 14:04:08",f,"","",,,,,,"","","","",,"","","",f
500,"719f143f25637fb2ade4fd6c08397263b61f4a348db521cbacde69590bb5c060",1,"2015-02-27 14:02:37",f,"","",,,,,,"","","","",,"","","",f
514,"98afdb30619670ae4777f0f20b34c155a5bbf559719b74a2e2e78309521a0148",1,"2015-02-27 14:04:09",f,"","",,,,,,"","","","",,"","","",f
515,"6c52d29e1539910a02a9b885d9394adab577810225ba294fafa30b246ba1cbcd",1,"2015-02-27 14:04:10",f,"","",,,,,,"","","","",,"","","",f
516,"10628d69f1e1d784b675a22d49859b02bfee1ac63121e0f2419e70ed5e71410f",1,"2015-02-27 14:04:38",f,"","",,,,,,"","","","",,"","","",f
501,"9b0e0b71635ac75083f274b8875ce403e6e2a4538c951ddd46c0d0d6870c13b4",1,"2015-02-27 14:03:14",f,"","",,,,,,"","","","",,"","","",f
517,"d77214804392b6da7d043df704733e8d1b5c12baa179df2a1b774ea1442e3fcc",1,"2015-02-27 14:04:39",f,"","",,,,,,"","","","",,"","","",f
491,"52b5e9d5422fbf0588418fc17850c912771b16ee77b7f2ba5fd4fb2b45d9f1b1",1,"2015-02-27 14:01:14",f,"","",,,,,,"","","","",,"","","",f
492,"1abbe6c15052fad850eb28db6f3442f3e4e8a92f8a107bb7f5c1fa7686020926",1,"2015-02-27 14:01:16",f,"","",,,,,,"","","","",,"","","",f
486,"471cac89f495bfab97debe9a91957285c39b4a663eeb4f164ba0fa0dffbaa692",31,"2015-02-27 13:57:08",t,"f493a8ffec","",,,,,,"","","","",,"25-34","6-8 hours","Firefox",f
493,"ea13f5989279c945aff33e44039958e1f361a5bc180c25892805f8504d6a1a80",1,"2015-02-27 14:01:20",f,"","",,,,,,"","","","",,"","","",f
494,"9c9e1b31a07c163a3671f07deb7030309d2589439152b9e6bbfd2ecd2925a42d",1,"2015-02-27 14:01:26",f,"","",,,,,,"","","","",,"","","",f
518,"a21a61dcab30aa8caabe3f95f196267d338068fa94dc2fac1746ab7254998f99",1,"2015-02-27 14:04:45",f,"","",,,,,,"","","","",,"","","",f
495,"1e67dc546881457d97769d94fa8d29a879bce5c82baeac70b37f5cae56bc22f8",1,"2015-02-27 14:01:37",f,"","",,,,,,"","","","",,"","","",f
502,"5ac5991558fc9a04504c0037b7ec95738bab1832c40e658fe2a6e3d2e77c2f58",1,"2015-02-27 14:03:37",f,"","",,,,,,"","","","",,"","","",f
503,"efecec3ff1ba9514f7a67b121a3111edb8d599db2f97b26885a90120d642eafb",1,"2015-02-27 14:03:37",f,"","",,,,,,"","","","",,"","","",f
504,"a4bfeac8520efc427548213f8ea80926e66b001890acb9c90d2723cd3b476151",1,"2015-02-27 14:03:43",f,"","",,,,,,"","","","",,"","","",f
505,"cfad1e802a26a7989fa770e63a983d813d078802be153c21143275d4bdee8244",1,"2015-02-27 14:03:45",f,"","",,,,,,"","","","",,"","","",f
519,"6a37643f397cfb029cf1be49b6bbf02b82539eea02a34765f1807381fecd1e45",1,"2015-02-27 14:07:31",f,"","",,,,,,"","","","",,"","","",f
520,"6714ed38133c0d9f09f1ec81c22006b7817cabd554b18f8b629da6a398047568",1,"2015-02-27 14:07:31",f,"","",,,,,,"","","","",,"","","",f
521,"86293a1f966795a31d16328f0ee76e7337d4e76f1fad327a2a6593bdd88147f5",1,"2015-02-27 14:07:31",f,"","",,,,,,"","","","",,"","","",f
522,"b1dcf0842dda6e69db4fb280e8486a55b4fe76199a92acd44510c706022106dc",1,"2015-02-27 14:07:31",f,"","",,,,,,"","","","",,"","","",f
523,"743a24f88eab168c140ea8c388e1fc08bbb4960bfd93231eb34373a7d1273970",1,"2015-02-27 14:07:33",f,"","",,,,,,"","","","",,"","","",f
524,"c1ad62dece69fb24ec0550ce6e01c07947cdd022baaf3c79b83c92b19f9abbc4",1,"2015-02-27 14:08:11",f,"","",,,,,,"","","","",,"","","",f
525,"ac6ef169327f192ee16376c86508faa195039ea8c4bc5ef72c502a713909d6eb",1,"2015-02-27 14:16:35",f,"","",,,,,,"","","","",,"","","",f
526,"41fd117b8dbd29d25487f0fd2ff44dba13bfa0ea3200acbfed4a81de90f81a60",1,"2015-02-27 14:17:34",f,"","",,,,,,"","","","",,"","","",f
527,"577db93e62b25dc9e6006d2cab1221d94ce200eff8827aa7a820b94b237a9597",1,"2015-02-27 14:18:03",f,"","",,,,,,"","","","",,"","","",f
528,"ce41b8c677a3a41c16e983b3d121171e4b2b3c7044beaf8333a0d558b354fbe6",1,"2015-02-27 14:19:08",f,"","",,,,,,"","","","",,"","","",f
529,"cbb0a804008474c55fd0a7f4564c00b627b3560669b1dca11da52122470ad3c9",1,"2015-02-27 14:19:08",f,"","",,,,,,"","","","",,"","","",f
530,"056d84233d4ee5f7d1ad52b05181133aa08620133fca55070e97dad061395156",1,"2015-02-27 14:19:08",f,"","",,,,,,"","","","",,"","","",f
531,"00564499ba057e7301dbe40ba1ceb87527c96a032878f94bb759884fe1e57562",1,"2015-02-27 14:19:08",f,"","",,,,,,"","","","",,"","","",f
532,"271257005d61a609c7681b1c7ec8a72a36a595456f17399203c015e0632a85d1",1,"2015-02-27 14:19:08",f,"","",,,,,,"","","","",,"","","",f
533,"7c35383584b8106a2f045b8059720eb8d06b9068ecc404df5979d605bd178d08",1,"2015-02-27 14:19:09",f,"","",,,,,,"","","","",,"","","",f
534,"cd95b158add2067528010e3733c64493d1e7753ec86c4371a0fccc5210a8f0ca",1,"2015-02-27 14:19:36",f,"","",,,,,,"","","","",,"","","",f
535,"b7c665769ed3ed8c79237dc77f91df375c13eeb9d13b4e7c1441410f08436994",1,"2015-02-27 14:20:19",f,"","",,,,,,"","","","",,"","","",f
536,"b6bf083ce3524d1f2df877bb3fd7b56551cf34d71e774a2c26d994cc9aa430cd",1,"2015-02-27 14:25:20",f,"","",,,,,,"","","","",,"","","",f
537,"fd4bd35647697d91286055532077ac9119efc9de2ddab68a2068226da1581206",1,"2015-02-27 14:32:11",f,"","",,,,,,"","","","",,"","","",f
538,"a5ec4696d4fc2d4949f525333fa60011328bf22497dba03615efeac8eb36520c",1,"2015-02-27 14:34:24",t,"","",,,,,,"","","","",,"","","",f
539,"f4f39599d03ede3dfec74aef5c1dbf083da9a7393c7cda165c6734969f18f66b",1,"2015-02-27 14:41:19",f,"","",,,,,,"","","","",,"","","",f
540,"7050c40b4587b2dd68ffdb40ded8a92fc7e14261411c683c983fa57b89456939",1,"2015-02-27 14:41:27",f,"","",,,,,,"","","","",,"","","",f
541,"35d547858db3585dc957985681c3529866572f6c37ad76af496ddaee48c53012",1,"2015-02-27 14:51:04",f,"","",,,,,,"","","","",,"","","",f
542,"5f8e390edc29fd818cc192183d2feff410ef19742671134d457abaaf8e3ead43",1,"2015-02-27 14:53:18",f,"","",,,,,,"","","","",,"","","",f
543,"95d871ceb1bbf0e3e64324b3971db6b2517beae29ab52fc0cd5a52b16879da4b",1,"2015-02-27 14:55:23",f,"","",,,,,,"","","","",,"","","",f
544,"aa10ee398e86e1eaa54b94d2ab3618840b548bf59d7ee7d3f92d882f20783a32",1,"2015-02-27 14:56:35",f,"","",,,,,,"","","","",,"","","",f
545,"d7e7466bf915ccbf1a33c579ec8bf44ca7a145918150e3b1524281d800676f7d",1,"2015-02-27 15:20:44",f,"","84.203.34.70",1280,800,0,0,24,"MacIntel","en-us","Google Chrome","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",474821,"","","",f
555,"a436391cd82bcf87270a3c5d8146e60edf2a0775275f9bc65168f8561768c4a5",1,"2015-02-27 16:45:01",f,"","",,,,,,"","","","",,"","","",f
547,"58995c0790839d1989c1cd02c007577a5859c491a373703601e3eb753d500825",1,"2015-02-27 15:46:07",f,"","",,,,,,"","","","",,"","","",f
556,"c42e76d300d2c305d9c19ff1a5491f16ef3cca8f6325b9a56656afa30c05c12d",1,"2015-02-27 16:45:07",f,"","201.151.236.199",1920,1080,1920,1053,24,"MacIntel","en-US","Google Chrome","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.74 Safari/537.36",344856,"","","",f
557,"8fbb3b27d32cbaa9d04103d3a366bb6915291aa8135054ca2f35f5b876e85438",1,"2015-02-27 16:45:31",f,"","",,,,,,"","","","",,"","","",f
558,"5bd8cac004becf8db0f21f5570741750642844223e9c156a344fe549b3ec5917",1,"2015-02-27 16:45:31",f,"","",,,,,,"","","","",,"","","",f
559,"1f3bd3f2aa9484f4bfa802bed23bf678759e029ef06f2f363755a25efa4ac82c",1,"2015-02-27 16:45:31",f,"","",,,,,,"","","","",,"","","",f
560,"ef1ec174e0ac3eec9f59b44f77ae6ba14bf4aecb7d5a918251b616e3df93c442",1,"2015-02-27 16:47:06",f,"","",,,,,,"","","","",,"","","",f
561,"55fb9666e9b7af7e8ce075ee39f218e96b618b2350e693e3914d3d526c777804",1,"2015-02-27 16:56:57",f,"","",,,,,,"","","","",,"","","",f
546,"997bfc8728c392bfbbc42d6d460912a5b7039d2316d757be9742b715f370b756",31,"2015-02-27 15:30:44",t,"9887ecb790","66.151.146.150",2560,1440,1722,1359,24,"MacIntel","en-us","Google Chrome","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.111 Safari/537.36",610397,"45-54","9+ hours","Chrome",f
549,"ded9ec66f02f4b859e6c1de76e7be5cdfa0d224c23a92234263d4b2ad52720e3",1,"2015-02-27 15:55:36",f,"","",,,,,,"","","","",,"","","",f
548,"e303b60d8e4f9a8f6a3138c8a47d95f5bc95da755232a3e41fee55c888cf799a",1,"2015-02-27 15:49:57",f,"","",,,,,,"","","","",,"","","",f
550,"3ff7b1b8924b558e3c97c39876e65c316d1cdc08fe300908a7f45c1a40a29417",1,"2015-02-27 15:56:55",f,"","",,,,,,"","","","",,"","","",f
551,"9204d4e1e6be5db1a0c3eab600bb1ea87589459814eee977a5273e0b20beb330",1,"2015-02-27 16:10:09",f,"","",,,,,,"","","","",,"","","",f
552,"c1780789c3a002883249c04863ca9c3edc1efed2e568bf0feb5dd3a797009031",1,"2015-02-27 16:25:34",f,"","",,,,,,"","","","",,"","","",f
562,"8577ae2f7a854aa17936f89486ef5ee301782b7d02bc82fb7660a8bf7c0ccb90",1,"2015-02-27 17:06:01",f,"","",,,,,,"","","","",,"","","",f
553,"1143d27aaf084a9efb67a343451e42b7025b0521975f8d8965598a913b1dcad7",1,"2015-02-27 16:25:39",f,"","",,,,,,"","","","",,"","","",f
554,"a9bccaeb14beb90a5cb31ec3df8e3f607e077d289405005d07ed5e0086b7d8ee",1,"2015-02-27 16:25:54",f,"","199.30.25.129",1024,768,0,0,24,"Win32","en-US","Other","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b",283245,"","","",f
563,"92aa919b88828111cc8fd13a3ee77d186cf2ec489d364e12005cc3a2e5267b4a",1,"2015-02-27 17:42:04",f,"","",,,,,,"","","","",,"","","",f
564,"c5983246644e1570ea398d969715e9e2686633e454670622dcd1836e42544f0e",1,"2015-02-27 17:42:05",f,"","",,,,,,"","","","",,"","","",f
565,"05b23367ef823d8f8b9e2f72d7217767297c5346f06c22f37805afce6a34eb1d",1,"2015-02-27 17:42:05",f,"","",,,,,,"","","","",,"","","",f
566,"f58c7d7c3cbb95f94c88c500adf9b5b03388fffd51cf689f58ae9f7a69f25c88",1,"2015-02-27 17:42:06",f,"","",,,,,,"","","","",,"","","",f
567,"67f2cdb5955014154c9eb0bd2a40ac117368e93667e6303e618fff446d865319",1,"2015-02-27 17:42:54",f,"","",,,,,,"","","","",,"","","",f
568,"c35843bd2910c1f210eb7ccdb104efa2e72d4db681242def93faa4e4345ae079",1,"2015-02-27 17:43:07",f,"","",,,,,,"","","","",,"","","",f
569,"3acb1795974b15318b6820c68dd610ef79804697b15529f2b2f873d00c9c4c4b",1,"2015-02-27 17:43:07",f,"","",,,,,,"","","","",,"","","",f
570,"92e95621bd7fd6423651a029b571119acaee3273cdd08e6416e006f05eba2feb",1,"2015-02-27 17:44:03",f,"","",,,,,,"","","","",,"","","",f
571,"bddcad958631a368364747f7d0820b3ef54206485e54bc6ae7650d341bf59562",1,"2015-02-27 17:44:07",f,"","",,,,,,"","","","",,"","","",f
572,"8b23ee937fc5fe7695028831dadaa8cc0bacfce35683e05e819dbaeb3235ca85",1,"2015-02-27 17:44:07",f,"","",,,,,,"","","","",,"","","",f
573,"5a17e18a334a15e9761f2d8fb64b22a892768029111da4ee9bfa0211f0537fda",1,"2015-02-27 17:44:09",f,"","",,,,,,"","","","",,"","","",f
574,"9a1fbdce01dcb02fb5bcf90def1dccff7d663c2919519b23d41a0750f658c89e",1,"2015-02-27 17:44:09",f,"","",,,,,,"","","","",,"","","",f
575,"9cd3316d19a9d66c1e5549f4519b64a92ad18e3d5d45e44ab2d34a9a98b94fe1",1,"2015-02-27 17:44:09",f,"","",,,,,,"","","","",,"","","",f
576,"2b4f34b66358fcf96281f4fd9db1c481ef673993c172ad04a26fa281320d4857",1,"2015-02-27 17:44:10",f,"","",,,,,,"","","","",,"","","",f
577,"ba06d1a58769353dc014d1c49795ad80363899aa5283482bb32e3ecd127615e3",1,"2015-02-27 17:44:10",f,"","",,,,,,"","","","",,"","","",f
578,"43e1c6e71bcd65773c6d016b3e279a9e470cf24934fa19819b4f05b1d62a5980",1,"2015-02-27 17:45:07",f,"","",,,,,,"","","","",,"","","",f
579,"58debad4bb7df891113486b570b3e70c1757e9d989d89ea6c4211351e5f40f5e",1,"2015-02-27 17:47:07",f,"","",,,,,,"","","","",,"","","",f
580,"7a72f8c8a39b17b3eeead5baf006a0a89b195c302dcecc2e3968bcab11088882",1,"2015-02-27 17:47:22",f,"","",,,,,,"","","","",,"","","",f
581,"fdbe0ad72e12d1706bbc06e8f2d10503248f6eb3efcaec5146aefd5f5c96ad64",1,"2015-02-27 17:49:54",f,"","87.114.200.216",768,1024,960,960,32,"iPad","en-us","Other","Mozilla/5.0 (iPad; CPU OS 7_0_3 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mobile/11B511 Twitter for iPhone",309333,"","","",f
582,"005ecd3161770a0f6ae9104a8f76134831f58c52ab39ffee216cb8e4ccad64ba",1,"2015-02-27 17:50:58",t,"","",,,,,,"","","","",,"","","",f
583,"e14f873b446458294967c1e7886ae733708709ed2658debdf174e6adb911d57e",1,"2015-02-27 17:59:58",f,"","",,,,,,"","","","",,"","","",f
584,"74f1aafb03cda417e52be4c8cd2d1042526c64de8897b795040d0c8dade1a07d",1,"2015-02-27 18:02:22",f,"","",,,,,,"","","","",,"","","",f
585,"cb03a70cd762aa0f5f1bd7b94794a8dba4916c4a97902a2138f52a821736d0aa",1,"2015-02-27 18:02:22",f,"","",,,,,,"","","","",,"","","",f
586,"54842f88dcb5eac220828c81437b120128e3a1dd80a9c9a8c2aa6457cde54bb9",1,"2015-02-27 18:12:02",f,"","",,,,,,"","","","",,"","","",f
587,"4160e4eddba681aeee91b642839e666e3c126a87e18dde07f8421393c94ddb2d",1,"2015-02-27 18:20:26",f,"","",,,,,,"","","","",,"","","",f
588,"9e27f9a8a4dfe9cabafa5f43cc98750e234c6bc064ff7b70aecfcf8dd3e06665",1,"2015-02-27 18:37:27",f,"","",,,,,,"","","","",,"","","",f
589,"ff3255a0ded28e06f0d69d434301d715d0f4c38c03bf1d9a71ce197cd7c81214",1,"2015-02-27 18:43:15",f,"","",,,,,,"","","","",,"","","",f
590,"4813eb71e9e6583819426d8a57093e003dca929c4f0b34fc28f180d7832cd941",1,"2015-02-27 18:54:27",f,"","",,,,,,"","","","",,"","","",f
591,"be38e49132130c84897ac439166eff36412ecc82fd6b0f8548df5cf21973f1f1",1,"2015-02-27 18:57:13",t,"","",,,,,,"","","","",,"","","",f
592,"a46f6ef45ec8f57d341b0871d7de01617240a8c1056cbd6c3dfbd405834c5733",1,"2015-02-27 19:03:21",f,"","",,,,,,"","","","",,"","","",f
593,"49e073c9d20fad078b337bef5738a18d4aaaa9774eec282eb3c1514c0c2fd01f",1,"2015-02-27 19:19:20",f,"","119.71.80.70",1366,768,830,745,24,"MacIntel","en-us","Google Chrome","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",95501,"","","",f
594,"d4112b3426cdbfca0c66fce4698536d35095c62be99d53108c606f5349e50171",1,"2015-02-27 19:24:11",f,"","",,,,,,"","","","",,"","","",f
595,"1a40501cdb35a42056926d6d46ba5931bf05e3a47bcc0f215bfc3ead25f4413a",1,"2015-02-27 19:31:06",f,"","",,,,,,"","","","",,"","","",f
596,"f7c3e2f2e1aa59b4c45ab4896d2b9f318196d6728b85d69e241a12c1e4fcc404",1,"2015-02-27 19:43:06",f,"","",,,,,,"","","","",,"","","",f
597,"d64d36ae27d4b1e435da598c712df0be0483711fd177a16d57fcbd5dc144f593",1,"2015-02-27 19:43:09",f,"","",,,,,,"","","","",,"","","",f
611,"df96927e3e3e9820135797a471973a8c4af323a9e952e342060d17eb32110557",1,"2015-02-27 21:32:35",f,"","",,,,,,"","","","",,"","","",f
598,"b3e893a97d58baa0196fa1ec320ef32f8ba88a45127872e7cee11100b9a5cbc2",1,"2015-02-27 19:46:21",t,"","70.193.8.72",360,640,360,567,32,"Linux armv7l","en-US","Google Chrome","Mozilla/5.0 (Linux; Android 4.4.2; SCH-I545 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/27.0.0.25.15;]",2518131,"","","",f
599,"603886a20e6095e0b0fcc5c25899f53b9ff94d38819fc3358fd547cd27792d17",1,"2015-02-27 19:55:32",f,"","",,,,,,"","","","",,"","","",f
600,"102959b92950fd3e727bc506a2381fd05b6ea81c13cc50dd0e92d90fcb52cf20",1,"2015-02-27 20:02:29",f,"","",,,,,,"","","","",,"","","",f
601,"becdf6f077f264d817b8bcc32a05277890e631b7937c4ef245a6e36481a52036",1,"2015-02-27 20:17:16",f,"","",,,,,,"","","","",,"","","",f
602,"13d37bbd1f84def836f9448f363c40739aab9604f0988c69d9d8aada9ec6de3f",1,"2015-02-27 20:17:16",f,"","",,,,,,"","","","",,"","","",f
603,"e4d73be1e8b957373d51232cf60ebfc7621c9cf54ebb1ffbbceda44366d1703e",1,"2015-02-27 20:18:32",f,"","",,,,,,"","","","",,"","","",f
604,"6de3db36adb707d00695d0241493dbd9e57d98f79c5e1aeb7f564f414f4356b5",1,"2015-02-27 20:21:12",f,"","",,,,,,"","","","",,"","","",f
605,"ed953320eb44064ef0923297136dd8a89ef663ff55f35512ce00e446cad737fa",1,"2015-02-27 20:23:37",f,"","107.77.68.56",360,640,360,511,32,"Linux armv7l","en-us","Google Chrome","Mozilla/5.0 (Linux; Android 5.0; XT1095 Build/LXE22.46-11) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.109 Mobile Safari/537.36",681006,"","","",f
612,"78f83bc70aa8fb4652f95135153a59f1ca80c1070a22bf52e53dff4134155731",1,"2015-02-27 22:01:17",f,"","",,,,,,"","","","",,"","","",f
607,"eefcb77a87f37c47fdbf75c2899fecb88030a42dde9c1769e03695f8c6ba4ebb",1,"2015-02-27 21:01:44",f,"","",,,,,,"","","","",,"","","",f
608,"6ccb31b4216f0b5d0b17524381560fbbb3db7a0a9e3d6f517b692f06d37fec89",1,"2015-02-27 21:04:17",f,"","",,,,,,"","","","",,"","","",f
613,"62d6917df362a0c9cef8256c55798f7bb29bf66ff3a79f9c4d5f2ceaaceb71e2",1,"2015-02-27 22:03:10",f,"","",,,,,,"","","","",,"","","",f
614,"c6b1e9f0a71c0afe303d703545a0daf4e5ec90d63c9b17eb1e747de99d3b40ca",1,"2015-02-27 22:34:20",f,"","",,,,,,"","","","",,"","","",f
